tconst,description
tt8431078,"Newly-divorced actress Molly, her recently-dumped lesbian best friend Abby and Molly’s mother Helen host a dysfunctional, comical and chaotic Thanksgiving dinner for their motley crew of close friends and strange acquaintances."
tt0117350,"Four stories intersect in this violent film parody. Exterminators dress as hit men and try to protect the wife of their boss, Montello. Meanwhile, the strippers at Montello's strip club, dressed as nuns, attempt to rob him. Tag-team wrestlers steal Montello's briefcase, thinking its contents are valuable. Finally, Bumpkin, running to deliver a script, loses a lot of the pages."
tt0972555,"Exhibit A tells the timely story of a normal family disintegrating under financial pressure. All is not as it seems as the King family go about their day-to-day lives oblivious of the horror to come. Dad Andy (Bradley Cole) is nursing a secret that ultimately leads to terrible consequences for them all. We witness these chilling events unfold through daughter Judith's video camera, which subsequently becomes Exhibit A."
tt0076544,Inspector Rizzo in Napoli gets a message from a policeman from South Africa who wants to meet him. Immediately before this meeting the South African policeman is killed. Dying he shows Rizzo a picture of his young son Bodo. Rizzo travels to Johannesburg to find out what the policeman was working on and to find Bodo.
tt3681422,"Superstar Manoranjan learns that he has only a few days to live and approaches his mentor, director Margadarisi to direct his next project — a folklore-ish comedy about a man who keeps cheating death and his role in saving a kingdom. Meanwhile, he has to sort out his personal lives, which involves an estranged son and a daughter from the love of his life."
tt0072933,"Emmanuelle returns to her husband in Hong Kong and proceeds to have several extramarital affairs -- with his knowledge, of course. Her husband's lover and American guest are both very puzzled by their openness."
tt0110939,A series of mysterious crimes threatens the existence of a new radio network.
tt2800038,"In a post-apocalyptic America, the iron fist of the totalitarian government seeks to crush one mysterious man named John Galt, who has the power and influence to change everything..."
tt0075617,A radio DJ in pursuit of an exclusive interview follows ABBA during their mega-successful tour of Australia.
tt31951179,
tt0254463,"The film is set in present-day Istanbul. Selim is a shop owner in his early forties. He sells clothing for men in his shop situated in one of the back streets of Istanbul. Selim is a family man who has devoted his life to his home and his work. He lives with his wife Ayla, his six-year-old daughter Esma and his old father in a simple flat in and old, modest neighbourhood. He has warm relations with his family. He is an affectionate father. One of his neighbours, a young widow named Nihal tries to seduce Selim, but her flirtation leaves him cold.  Selim is known for his honesty and integrity among his family and friends. He is a careful spender. As a little child, he has learned that money is not easily earned. He has no tolerance for petty ""trickery"" met in daily life. One day, Selim finds a bag full of dollar bills (approximately 500,000$) in a cab. From that day on, Selim finds himself in a bewildered state with a bag full of money on his hands."
tt1554523,"The daughter of a right-winger, schoolgirl Jing Qiu is sent to the countryside for reeducation, and tasked to help write a textbook. There she meets Lao San, a young soldier with a bright future ahead. Despite the class divide and parental disapproval, romance blooms against turbulent times."
tt0415481,"Alesha Popovich has to catch Tugarin Zmey and bring back the stolen money with the help of a talking Horse (which talks all the time and has an opinion on everything), a wise granny, a donkey and a beauty Lyubava."
tt0065225,"When Count Contini attempts to destroy the world's economy by masterminding the theft of $1 billion in U.S. gold, ICE chief MacDonald summons secret agent Matt Helm to stop him."
tt0383678,"After a psychic predicts his death, a small-time hoodlum named Julian hires a cheap documentary film crew to document the last few days of his mis-spent life. This is the film that pioneered the show of the same name."
tt15799524,"In 1917, two young music students attending the Boston Conservatory bond over a mutual love of folk music. They reconnect a few years later, embarking on a song-collecting trip in the backwaters of Maine."
tt0242572,Two young women with differing views on love find themselves with three suitors in this modern take on Jane Austen's 'Sense and Sensibility' set in Tamil Nadu.
tt0286493,"A sheriff begins an investigation into the death of a local transsexual after hearing that high ranking politicians may have been involved. Although he is homophobic, his investigation causes him to be rejected by others, forcing him to seek help from the people he once despised."
tt2609222,"Alexandre Taillard de Vorms is a force to be reckoned with. With his silver mane and tanned, athletic body, he stalks the world stage as Minister of Foreign Affairs for France, waging his own war backed up by the holy trinity of diplomatic concepts: legitimacy, lucidity, and efficacy. Enter Arthur Vlaminck. Hired to write the minister's speeches, Arthur must contend with the sensibilities of his boss and the dirty dealings within the Quai d'Orsay, the ministry's home."
tt30743549,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive."
tt0290326,"Shekhar, a businessman, accidentally kills his associate Amar, and ridden with guilt, decides to watch over Amar's company and take care of his family and friends. However, he falls in love with Amar's fiancé Piya - who is to marry tycoon Abhi Gyan to save the company"
tt0036431,"Somewhere in Europe, in a city occupied by the Nazis, a gentle school teacher finds himself torn between collaboration and resistance, cowardice and courage."
tt7628458,"Ali, a fisherman, devoted his life to his young son, Efe. Efe was the only son of Ali who was in this life. Efe is different from other children. Efe, who has a communication problem, is not a child who can laugh and play and react to what he hears. As Ali tries to bond with his son, he runs into many barriers in communtion with him, and Ali's greatest wish is to know that his son understands him. The plot evolves around a father who loves his son dearly but going thru many struggles to create communication channels with his who carries the burden of the memories of his father, his mother and the woman he loves, will shape the life of both."
tt0344273,"Shortly before her wedding, art gallery director Nora travels from Paris to Grenoble to visit her preteen son, Elias, who is spending time with her aging professor father, Louis, recently diagnosed with terminal cancer. During her stay, she reaches out to her former lover, Ismaël, a viola player and father figure to Elias who has been committed against his will to a mental hospital. Ismaël, however, has his own problems to sort out."
tt0060635,"China, year 1457. The Minister of Defense is executed, and his children are sentenced to exile by order of the tyrannical Tsao. Fearful of future revenge from the young people, Tsao sends cruel soldiers to murder them, but a brave group of swordsmen can change the course of the battle at the Dragon Inn."
tt1047007,"Documents the true story of the final weeks of rehearsal for the Young at Heart Chorus in Northampton, MA, and many of whom must overcome health adversities to participate. Their music goes against the stereotype of their age group. Although they have toured Europe and sang for royalty, this account focuses on preparing new songs for a concert in their hometown."
tt12839816,
tt6613958,"When a young rancher crosses paths with a Lakota girl from a nearby reservation, her mysterious disappearance sparks a search that uncovers a harrowing past and hints at a dire future."
tt6914542,"Busan, South Korea, 1970s. Lee Doo-sam is a small-time smuggler. After helping a drug gang to smuggle meth, he falls into the dark crime world. Quick-witted and full of ambition, he eventually takes over the drug underworld and starts to lead a double life: a good community leader during the day but an infamous drug lord during the night."
tt0439123,"Raised on tales of a Djinn fairy princess, Azur, a young Frenchman goes to North Africa in search of the sprite, only to discover that his close childhood friend, Asmar, an Arab youth whose mother raised both boys also seeks the genie."
tt0407236,"A man takes up residence with a mysterious marquis and is soon persuaded to enter into an asylum for preventative therapy. Things are not what they seem, and the marquis may be even more sinister than what the young man might have predicted."
tt0068282,"When two troublemaking female prisoners (one a revolutionary, the other a former harem-girl) can't seem to get along, they are chained together and extradited for safekeeping. The women, still chained together, stumble, stab, and cat-fight their way across the wilderness, igniting a bloody shootout between gangsters and a group of revolutionaries."
tt21379574,"Through raw, revealing footage and interviews with fugitive tech pioneer John McAfee, this documentary uncovers new layers of his wild years on the run."
tt0039645,"Ronnie Jackson is a lowly baby photographer who secretly fantasizes about being a private detective. When a lovely baroness actually mistakes him for one and asks him to help locate her missing husband, Baron Montay, Ronnie finds himself agreeing. Several days later he is on death row whiling away the hours until his execution by recounting to a group of reporters the bizarre tale of how he ended up there."
tt2782844,"Sons and daughters of international billionaires are sent to an boot camp where they are taught basic survival skills in hopes it will teach them responsibility. When they are taken hostage and taken for ransom by kidnappers, they will need to utilize every skill they learned to survive."
tt0065555,A hitman is double-crossed by his girlfriend and barely escapes a murder attempt. He then sets out to take his revenge on the woman and the gang boss who put her up to it.
tt0090774,"Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He lives with his parents, his aunt, two cousins, and his brother, Stanley, whom he looks up to and admires. He goes through the hardships of puberty, sexual fantasy, and living the life of a poor boy in a crowded house."
tt0273840,"1989 is an important year in the political history of Hungary. However, Petya and his friends couldn't care less. They are about to graduate high school. The only important things to them are the parties, girls, making some easy cash. And of course, passing the upcoming exam with the leaked questions."
tt0092133,"Two friends from Miami are in the French Riviera enjoying life by scamming money off of rich women. One day, they read about a young woman set to inherit $50 million from her father. At first, Tricky has Christopher Tracy talked into romancing her for her money, but in getting to know her, Christopher falls in love with her. This love comes between the brothers, and Tricky tells about the plan."
tt8326824,"When an illegal hooch baron's reign of terror troubles an entire village, the people turn to the only man who can save them: Raja, the flamboyant don with a heart of gold."
tt3894344,"Establishing a bleak village in Eastern Turkey as its setting, Sivas features the story of Aslan, an eleven-year-old boy, and Sivas, a weathered fighting dog who develop a strong relationship after Aslan finds Sivas wounded in a ditch, left to die."
tt5815944,"A Tokyo college student is attacked by a ghoul, a super-powered human who feeds on human flesh. He survives, but has become part ghoul and becomes a fugitive on the run."
tt0253616,"A poet, who works as a waiter to make ends meet, postures as a female singer to end a blood feud between two families."
tt0060980,"Matt Helm is called out of retirement to stop the evil Big O organization who plan to explode an atomic bomb over Alamagordo, NM, and start WW III."
tt0076594,"Based on a true operation by Israeli commandos. An Air France flight is hijacked by the Popular Front for the Liberation of Palestine. The airplane landed in Uganda. The terrorists released some passengers, keeping 94 Jews and 12 air crew hostage. The Israeli government would not negotiate. A rescue plan was devised, and less than 100 commandos were flown across Africa to rescue the passengers in surprisingly successful operation."
tt1217565,"It's the day of radio in Russia. The radio station staff decides to invite famous bands, who will perform live for the ship with animals stranded in the Sea of Japan. And something goes wrong!"
tt0225535,"Based on true events, the movie tells the story of two men who want to start a scooter business but don't have the required collateral for a bank loan. Then one of them runs into a former flat neighbour who offers to lend them the money. The guy turns out to be a thug and starts to extort them. Their life goes downhill from there."
tt0067350,"A young nihilistic New Yorker copes with pervasive urban violence, obscene phone calls, rusty water pipes, electrical blackouts, paranoia, and ethnic-racial conflict during a typical summer of the 1970s."
tt1153085,"Director Hasan Karacadag argues that he tried to create a model of a Turkish-Islamic horror film and that he would make the world recognize this model, of which he sees ""Semum"" as the first example. ""Semum"" stars Ayça inci, Burak Hakki and Cem Kurtoglu in the lead roles and recounts the true story of a woman who lives in Izmir. ""Semum"" will be compared with ""The Exorcist"" and inci will be compared with Linda Blair, the director says, noting that the Turkish horror films made so far have been far from satisfactory."
tt0049601,"To eliminate internal opposition, a cruel CEO sabotages and humiliates a good-natured executive in an effort to force his resignation — and make the reticent new hire his new yes man."
tt0404777,"Sang-hwan became a cop in order to help the downtrodden, but he doesn't get much respect. All that changes when he meets the Seven Masters."
tt7546486,"After a brawny alum learns how his classmates truly feel about him, he schemes to give them a lesson on payback during a 20-year high school reunion."
tt0813541,"Masha, who works for a radio station, and Maxim, a street sweeper with an architectural degree, cross paths with each other when they are at an indecisive point in their lives."
tt0114697,"With his cop companion shot and killed by terrorists, Reno The Dog pairs up with tough cop Jake in thwarting the criminal organization."
tt0250347,"Ray Pluto has many problems. He is satirized in the tabloids as the ""loser cop."" His partner is starting to seem suspiciously attracted to him. A pair of screenwriters across the hall keep bugging him for help. The superintendent of his building is stabbed by hoodlums hired by his own rebellious daughter. To top it off, a sexually aggressive chiropractor may just be Ray's undoing."
tt0070165,"An ""underground"" cartoonist contends with life in the inner city, where various unsavory characters serve as inspiration for his artwork."
tt12929738,"A spy-thriller set amidst a series of brutal killings of Indian agents in London, and how Uma, a RAW officer, must expose a mole within the ranks."
tt1060256,"Ichi is a blind entertainer that travels the countryside with her traditional Japanese guitar and walking stick. She’s in search for the kind man that brought her up as a child, but because of her beauty she encounters problems every step of the way. Fortunately for Ichi, she is also a gifted swordswoman and carries a lethal blade within her walking stick."
tt0415679,"A boy declares his love for his girlfriend, only to die the same night. He is brought back to life by his mother as a flesh-craving zombie, who sires more teen undead while trying to control his, er, appetite for his beloved."
tt0053317,"The story of a man whose life was ruthlessly crippled by World War II. His wife and daughters were killed during the bombing of his village, he spent some time as a prisoner, and his only son was killed in action only a few days before the victory..."
tt0065908,"On the night of August 31, 1939, Dolas, from a platoon reinforcing a train station on the German border, falls asleep in a train car and unknowingly crosses into Germany. The moment he shoots a German, who he thinks is a saboteur, the German invasion of Poland begins, and Dolas is convinced it was his fault. He is taken to Stalag POW camp, the first destination in his odyssey around Europe."
tt10345782,"Three well-off young men—former students at Rome’s prestigious all-boys Catholic high school San Leone Magno—brutally tortured, raped, and murdered two young women in 1975. The event, which came to be known as the Circeo massacre, shocked and captivated the country, exposing the violence and dark underbelly of the upper middle class at a moment when the traditional structures of family and religion were seen as under threat."
tt0034746,"Two vaudeville performers fall in love, but find their relationship tested by the arrival of WWI."
tt0312358,"The doctor and soccer player in the leisure time Jo Hauser decides to move to Berlin and be an intern in a famous clinic, expecting to increase his knowledge and expertize, and help his handicap brother Willi Hauser. He joins a secret fraternity of doctors, under the leadership of Prof. Muller-LaRousse, who is researching the use of bionic muscles in human beings without any ethics or respect to the laws. The team is also volunteer to the experiences, and is under investigation of Paula Henning. When Jo gets close to a Filipino nurse, and becomes addicted in the drugs used in experience, he realizes the truth hidden in the methods used by the secret society in the development of science."
tt0043887,"During WWII, Duke E. Gifford is second in command of the USS Thunderfish, a submarine which is firing off torpedoes that either explode too early or never explode at all. It's a dilemma that he'll eventually take up personally. Even more personal is his quest to win back his ex-wife, a nurse; but he'll have to win her back from a navy flier who also happens to be his commander's little brother."
tt6175820,"When 30-ish rich kid Lenny has to take care of 15-year-old David, who’s suffering from heart disease, it’s the beginning of a wild adventure. Lenny fearlessly breaks all the rules to fulfill his young friend’s every wish."
tt2459022,"The story of two rival business managers, Xu and Bo, who are fighting over a revolutionary new in-house technology for control of their company. If Xu wins, his future will be secured."
tt0067274,A writer accidentally shoots his blackmailer and tries to hide the body.
tt0287300,"Rıza is a father of 5, who has economical problems but happy nevertheless. Everything changes when his younger son gets hit by a car."
tt0083941,"When SAS Captain Peter Skellen is thrown out of the service for gross misconduct due to unnecessary violence and bullying, he is soon recruited by The People's Lobby, a fanatical group aiming to hold several US dignitaries hostage. But Skellen's dismissal is a front to enable him to get close to the terrorist group. Can he get close enough to stop the Lobby from creating an international incident?"
tt0402874,"The film takes place a few years after the events shown in Bummer. Kostyan ""Kot"", who lost all his friends, the woman he loved and was nearly killed in the first installment of the film tries to begin a new, peaceful life. But is it possible to do? Has Russia changed and do ""bratki"" on black ""bummers"" no longer control business? Can he escape his past?"
tt0079400,"Through concert performances and interviews, this film offers us a comprehensive look at the British pioneer rock group, The Who. It captures their zany craziness and outrageous antics from the initial formation of the group in 1964 to 1978. It notably features the band's last performance with long-term drummer Keith Moon, filmed at Shepperton Studios in May 1978, three months before his death."
tt2064713,"Before Bad Brains, the Sex Pistols or even the Ramones, there was Death. Formed in the early '70s by three teenage brothers from Detroit, Death is credited as being the first black punk band, and the Hackney brothers, David, Bobby, and Dannis, are now considered pioneers in their field. But it wasn’t until recently — when a dusty 1974 demo tape made its way out of Bobby’s attic nearly 30 years after Death’s heyday — that anyone outside a small group of punk enthusiasts had even heard of them."
tt0098412,Reclusive vampires lounge in a lonely American town. They wear sunscreen to protect themselves. A descendant of Van Helsing arrives with hilarious consequences.
tt4058836,"Following her rape, Jennifer Hills wrote a bestselling account of her ordeal and of the controversial trial in which she was accused of taking the law into her own hands and brutally killing her assailants. In the small town where the rape and revenge took place, the relatives of the rapists she killed are furious that the court declared her not guilty and resolve to take justice into their own hands."
tt0067698,"Boston, 1920. Italian immigrants Nicola Sacco and Bartolomeo Vanzetti are charged and unfairly tried for murder on the basis of their anarchist political beliefs."
tt1885331,"Alice, an obsessed Woody Allen fan, meets Pierre in a night-club and falls in love with him. But when Pierre sees Alice's sister Hélène, things start to get complicated."
tt13103212,"A dark rainy night, an empty house, a stranded couple and an unknown man. A sleek game of the cat and the mouse starts playing on, as the three of them find a dead body in the basement."
tt9203832,"This remarkable journey across our planet and universe explores how meteorites, shooting stars, and deep impacts have awoken our wonder about other realms—and make us rethink our destinies."
tt7510798,"After falling off the radar for a few years, Maari is back in the fray doing what he does best: taking trouble by the horns and being a total bad-ass. This time around, he is facing off against a formidable opponent named Beeja, who would stop at nothing until he sees Maari's downfall."
tt2155399,"Film biography dwelling on the hectic artistic life of António Variações, a famous Portuguese pop rock singer from the 80s, who died from AIDS-related complications in 1984."
tt13651858,"Two years into the pandemic, a group of friends throw an online party with a night of games, drinking and drugs. After taking an ecstasy pill, things go terribly wrong and the safety of their home becomes more terrifying than the raging chaos outside."
tt13649700,"A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism.  Explore the complex history of crack in the 1980s."
tt30972054,"Abahachi, the Apache chief, and his white blood brother Ranger fight tirelessly for peace and justice - but a new, up-and-coming gang is making life particularly difficult for them! They lure Abahachi and Ranger into a trap in order to get their hands on the legendary “Canoe of Manitou”."
tt7129926,"The story of an encounter between a bourgeois man and a poor woman, because their teenage children fall in love."
tt0119471,"Want to know what a successful day in the life of the little asshole looks like? Yes? Well, after you have successfully disturbed your parents' lovemaking, you concentrate on your own libido. This,  slightly disturbed, forces you to strain the weak heart of pensioner Mrs. Koschmidder with unambiguous offers."
tt6884200,"On the eve of the admissions cycle for New York City kindergartens, Alex and Greg Wheeler have high hopes for four-year-old Jake. The director of Jake's preschool encourages them to accentuate Jake's gender expansive behavior to help him stand out. As Alex and Greg navigate their roles as parents, a rift grows between them, one that forces them to confront their own concerns about what's best for Jake, and each other."
tt0055310,"In a small Spanish town, during the Christmas holidays, a group of rich old ladies organize a peculiar event that consists of inviting a homeless person to sit down to dinner at their wealthy table. Plácido, a humble worker, is hired by the organizers to participate in a parade with his three-wheeled vehicle, a seemingly simple mission that will not be easy for him to accomplish."
tt0098691,"The year is 1974. A young Hong Kong Chinese, Mark, travels to Saigon to make his fortune. There, he encounters a mysterious femme fatale, the lovely Kit. As he becomes more involved in her various underworld deals, a tragic romance develops. On the eve of the outbreak of war, Kit's past returns to endanger her, and Mark must risk everything for the one true love of his life."
tt1397498,"In 500 B.C., during Chinas famed 'Spring and Autumn Period', Kong Ze (Confucius), a commoner reverred for his outstanding wisdom, is made Minister of Law in the ancient Kingdom of Lu. Under his inspired leadership, Lu ascends to new heights but becomes a target of conquest for the warlike nation of Qi. Threatened with annihilation by their powerful neighbour, a desperate people turn to their greatest teacher to lead their most powerful army. When Confucius delivers a stunning victory against all odds, a jealous aristocracy sets out to destroy him, but they should never under-estimate a remarkable man whose wisdom is more powerful than the sword."
tt0072325,"Truck Turner and his partner Jerry, who make their living as bounty hunters in Los Angeles, are hired to hunt down Gator, a pimp who has skipped bail."
tt9421200,"Famed architect Jeremy Angust is approached on his trip to the Paris Airport by a chatty girl named Texel Textor who needs a ride. He obliges and after they part ways at the airport entrance, he misses his flight. As he settles in the lounge, he encounters the mysterious young Texel again, who insists on telling her strange story — and the conversation grows stranger and more twisted until it turns sinister and deadly."
tt30024043,"A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces."
tt2991092,"Arriving from all over the Eastern Bloc, the men who loiter around the Gare du Nord train station in Paris are scraping by however they can, forming gangs for support and protection, ever fearful of being caught by the police and deported. When the middle-aged, bourgeois Daniel approaches a boyishly handsome Ukrainian who calls himself Marek for a date, he learns the young man is willing to do anything for some cash."
tt8941422,"A private boy's school opts to become mixed, and male students must adjust to the presence of new female students."
tt7311164,"Series of bucket-killing murders happening in the city. Failure to resolve by police, a team of CBI Officers under CBI officer Sethurama Iyer take up the investigation to resolve the never experienced mystery."
tt0032617,Boring businessman Larry Wilson recovers from amnesia and discovers he's really a con man...and loves his soon-to-be-ex wife.
tt0055073,"At a Mexican ranch, fugitive O'Malley and pursuing Sheriff Stribling agree to help rancher Breckenridge drive his herd into Texas where Stribling could legally arrest O'Malley, but Breckenridge's wife complicates things."
tt0057336,"In the seaside town of Boulogne, no one seems to be able to cope with their past, least of all Hélène, an antique furniture saleswoman, her stepson Bernard, and her former lover Alphonse."
tt0295238,"In a series of three vignettes, three women in turn struggle to free themselves from the men who restrict their personal freedom."
tt2081194,"An intense new marijuana strain named “Black Forest” is taking Los Angeles by storm, and Gretel’s stoner boyfriend can’t get enough. But when the old woman growing the popular drug turns out to be an evil witch, cooking and eating her wasted patrons for their youth, Gretel and her brother Hansel must save him from a gruesome death — or face the last high of their lives."
tt6346162,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics."
tt6467380,Sher-e-Hind along with his sidekick Honey Preet Insan have infiltrated the Pakistani army where he gives them a befitting response to all their terrorist activities.
tt0032273,Two buddies who rise from fly-by-night wildcatters to oil tycoons over a twenty year period both love the same woman. McMasters and Sand come to oil towns to get rich. Betsy comes West intending to marry Sand but marries McMasters instead. Getting rich and losing it all teaches McMasters and Sand the value of personal ties.
tt3478232,"Fighting through creature-infested lands and pursued by bounty hunters, Marek and her company are in a race to recover all the shards of the Darkspore before it falls into the hands of an evil wizard."
tt2018086,"Winter, 1915. Confined by her family to an asylum in the South of France - where she will never sculpt again - the chronicle of Camille Claudel's reclusive life, as she waits for a visit from her brother, Paul Claudel."
tt10342914,"A fractured family are forced to face their demons, metaphorically and literally, as they unwittingly become embroiled in a man's attempt to prove the existence of the supernatural in order to overturn a friend's murder conviction."
tt3037164,Two physically handicapped youngsters make friends with a paralysed hitman and are commissioned by a local mafia boss. They have little to lose although things are never as they first appear. The boundaries between fantasy and reality blur as the unlikely heroes stumble from one close encounter to the next and we gain an unusual insight into their lives on the periphery of society.
tt1483820,"A professional assassin is tasked with the murder of a prominent local judge; however, after a series of failed attempts, he is forced to deal with complications and old relationships arising from his troubled past."
tt1241329,A young man abandons his family for a solitary life of fly-fishing. His goal was to find his own way in the fishing world and thereby find himself and love.
tt0109965,"Sean Barker became the unwilling host to an alien bio-armor known as the Guyver. A year ago he destroyed the Kronos Corporation, an organization of mutants who want the Guyver. Now he is trying to find why the Guyver unit forces him to fight and kill evil."
tt0102636,"Brothers Kishan and Karan grow up in Bombay. Karan soon leaves to study in America while Kishan enters into a life of crime, falling under the sway of Anna Seth, a drug lord. When Karan returns to Bombay,  Kishan intends to keep him as far away from his criminal life as possible, but things don't go as planned."
tt0086264,"Welcome to T & A High, where the entire student body including campus virgin Purity Busch, chronic masturbator Melvin Jerkovski, repressed Principal Stuckoff and blonde bombshell Bootsie Goodhead all must rise to the challenges of freshman breast exams, bikini cheerleader attacks, inappropriate uses of bowling ball holes and much more."
tt0456500,"When flatmates Karan and Rahul are unable to pay the rent, they are dramatically evicted. However, they sneak their way back in within hours as the building is being renovated."
tt11182994,"It's 1997. Frank Verstraeten, a computer genius with a nose for business, a fascination for nightlife and an unhealthy urge to prove himself, only wants one thing: his own disco that not only outperforms the competition but simply humiliates it. The futuristic mega discotheque Zillion is a fact and Frank turns from computer dealer to the pivotal figure of the Antwerp nightlife. He parades with the most beautiful women in Belgium and forges an alliance with Dennis Black Magic, the porn king who provides the spicy extras. Unfortunately, beautiful songs don't last long either."
tt0076845,"A renegade USAF general, Lawrence Dell, escapes from a military prison and takes over an ICBM silo near Montana and threatens to provoke World War 3 unless the President reveals details of a secret meeting held just after the start of the Vietnam War between Dell and the then President's most trusted advisors."
tt16211122,"A four member family from Ayodhya, headed by conservative, religious patriarch, Balram, his wife Janaki, daughter Shivani and son Sonu goes on a spiritual trip to Rameswaram. Things get complicated when Janki dies in an accident and the two kids endures at the hands of their fervently devout father. A Rameswaram localite, friend of the cab driver involved, with his other friend decides to help the family in returning their mother's remains to their homeland, despite all odds."
tt0063991,An elderly artist thinks he has become too stale and is past his prime. His friend (and agent) persuades him to go to an offshore island to try once more. On the island he re-discovers his muse in the form of a young girl.
tt6679360,"Don't Call Him Dimon is a 2017 Russian documentary film about the corrupt affairs of Prime Minister of Russia Dmitry Medvedev. According to the film, Dmitry Medvedev has stolen property estimated to be worth about $1.2 billion."
tt0084780,"At 56 years of age Mita Pantic is still only a junior clerk in his company. Another typical workday for him is starting at 6 a.m. as frustration awaits at every turn from the moment he gets up. Trying to get ready to go to work, he can barely get a turn to use the bathroom in the crowded apartment. Other members of the household are not without their frustrations either, meaning that nagging and shouting are a staple of their home life at any time of day."
tt14247286,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations."
tt9204164,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve."
tt0051980,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?"
tt1745672,"Tim and Allie seek shelter in a remote desert compound after becoming lost and stranded. A strange Manson-like character, Preacher, reluctantly allows them inside with strict orders to be gone by morning and not wander ""where you are not invited."""
tt0114788,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.
tt11725680,"A well-educated, ‘settled’ NRI falls for a stand-up comedian and wants to marry her. But when she knows what she wants from her husband, will he fit the bill?"
tt2972482,"In 1862, amidst the rule of the late Joseon dynasty in Korea, a band of fighters named Kundo rise against the unjust authorities."
tt15411160,"Ambitious overachiever Hanna just needs one more kid before her life is perfect. Instead, her baby daddy unexpectedly dumps her. Suddenly, she finds herself without a place to live, job or family. With every fiber of her being set for victory, Hanna refuses to give up and decides to win him back. But to get there means having to win something much more important, love and desire for herself and who she is."
tt0449306,"Mr. Sekhri is the Indian Ambassador in Russia, and his Chief Assistant is Mr. Negi. Sekhri is widowed with a son named Aditya, while Negi is married and has brought his wife, Anjali, and two daughters, Lucky and Dhara, with him to Russia. One day while going to school, Lucky's bicycle has a flat tire..."
tt7215388,"An unsettling and eye-opening Wall Street horror story about Chinese companies, the American stock market, and the opportunistic greed behind the biggest heist you've never heard of."
tt0374089,"The Nomad is a historical epic set in 18th-century Kazakhstan. The film is a fictionalised account of the youth and coming-of-age of Ablai Khan, as he grows and fights to defend the fortress at Hazrat-e Turkestan from Dzungar invaders."
tt0092297,"Tony Washington is killed in a hit-and-run after saving the local bodega clerk from robbers. Molly Mokembe is a Haitian voodou practitioner who brings him back as a zombi from a debt owed by Tony's late dad in an act of sacrifice that saved her. Jimbo, the kid that iced Tony, is embracing some new sadistic feelings. What follows is a revenge that can only be sated once all of those who were with Jimbo that night have had their due."
tt4708348,A sickly girl Ju-ran transfers to a new sanitorium boarding school to regain health. But she discovers that students are disappearing and notices abnormal changes happening to her body. She suspects the school for what's happening and tries to discover what secret is hidden.
tt1057581,A young man having an existential crisis convinces a Canadian self-help guru to come to London and become his personal life coach.
tt3090252,"Two years after the discovery of ""Sue,"" the largest and most complete Tyrannosaurus Rex skeleton found to date, government officials seize the remains and claim that ""Sue"" was stolen from federal land."
tt0082053,"Sabine vows to give up married lovers, and is determined to find a good husband. Her best friend Clarisse introduces her to her cousin Edmond, a busy lawyer from Paris. Sabine pursues Edmond, with the encouragement of Clarisse, but Edmond does not seem very interested."
tt12810902,"After the murder of her two Scandinavian friends in Morocco, a Russian blogger decides to do her own justice."
tt0049061,An Irish cabby in the Bronx watches his wife go overboard planning their daughter's wedding.
tt2219514,"Eighteen-year-old Shira is the youngest daughter of the Mendelman family. She is about to be married off to a promising young man of the same age and background. It is a dream come true, and Shira feels prepared and excited. On Purim, her twenty-eight-year-old sister, Esther, dies while giving birth to her first child, Mordechay. The pain and grief that overwhelm the family postpone Shira's promised match.  Everything changes when a match is proposed to Yochay-Esther's late husband-to a widow from Belgium. Yochay feels it's too early, although he realizes that sooner or later he must seriously consider getting married again. When the girls' mother finds out that Yochay may marry the widow and move to Belgium with her only grandchild, she proposes a match between Shira and the widower. Shira will have to choose between her heart's wish and her family duty. She will find out that the void which she must choose exists only within her heart."
